,RESOLUCAO,EMPRESA,AUTORIZACAO,MARCA,PROCESSO,REGISTRO,VENDA E EMPREGO,VENCIMENTO,APRESENTACAO,VALIDADE PRODUTO,CATEGORIA,ASSUNTO PETICAO,EXPEDIENTE E PETICAO,VERSAO
52,"RESOLUÇÃO-RE Nº 5.465, DE 30 DE DEZEMBRO DE 2020", SEVEN GEL INDÚSTRIA E COMÉRCIO LTDA - EPP, 3.02331-1, PÓS OBRA PLUS DESINCRUSTANTE CONCENTRADO SEVENGEL, 25351.559546/2020-75, 3.2331.0095.003-0, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 01/2031, BOMBONA PLASTICA, 24 Meses, 3222029 DESINCRUSTANTE ÁCIDO, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,,
53,"RESOLUÇÃO-RE Nº 5.465, DE 30 DE DEZEMBRO DE 2020", SEVEN GEL INDÚSTRIA E COMÉRCIO LTDA - EPP, 3.02331-1, MAX GREASE DESENGRAXANTE CONCENTRADO ALCALINO PARA PISOS SEVENGEL, 25351.559548/2020-64, 3.2331.0096.001-1, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 01/2031, FRASCO DE PLASTICO OPACO, 24 Meses, 3103084 DESENGRAXANTE, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,,
54,"RESOLUÇÃO-RE Nº 5.465, DE 30 DE DEZEMBRO DE 2020", SEVEN GEL INDÚSTRIA E COMÉRCIO LTDA - EPP, 3.02331-1, MAX GREASE DESENGRAXANTE CONCENTRADO ALCALINO PARA PISOS SEVENGEL, 25351.559548/2020-64, 3.2331.0096.002-8, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 01/2031, GALAO PLÁSTICO, 24 Meses, 3103084 DESENGRAXANTE, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,,
55,"RESOLUÇÃO-RE Nº 5.465, DE 30 DE DEZEMBRO DE 2020", SEVEN GEL INDÚSTRIA E COMÉRCIO LTDA - EPP, 3.02331-1, MAX GREASE DESENGRAXANTE CONCENTRADO ALCALINO PARA PISOS SEVENGEL, 25351.559548/2020-64, 3.2331.0096.003-6, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 01/2031, BOMBONA PLASTICA, 24 Meses, 3103084 DESENGRAXANTE, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,,
56,"RESOLUÇÃO-RE Nº 5.465, DE 30 DE DEZEMBRO DE 2020", SUPERVALE VERDE INDUSTRIA DE PRODUTOS QUIMICOS LTDA EPP, 3.02952-7, Super Lar Desinfetante de Uso Geral, 25351.796481/2020-47, 3.2952.0011.001-8, PRODUTO DE VENDA LIVRE, 01/2031, PINHO + FRASCO + CAIXA DE PAPELAO, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
57,"RESOLUÇÃO-RE Nº 5.465, DE 30 DE DEZEMBRO DE 2020", SUPERVALE VERDE INDUSTRIA DE PRODUTOS QUIMICOS LTDA EPP, 3.02952-7, Super Lar Desinfetante de Uso Geral, 25351.796481/2020-47, 3.2952.0011.002-6, PRODUTO DE VENDA LIVRE, 01/2031, PINHO + GALAO + CAIXA DE PAPELAO, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
58,"RESOLUÇÃO-RE Nº 5.465, DE 30 DE DEZEMBRO DE 2020", SUPERVALE VERDE INDUSTRIA DE PRODUTOS QUIMICOS LTDA EPP, 3.02952-7, Super Lar Desinfetante de Uso Geral, 25351.796481/2020-47, 3.2952.0011.003-4, PRODUTO DE VENDA LIVRE, 01/2031, LAVANDA + FRASCO + CAIXA DE PAPELAO, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
59,"RESOLUÇÃO-RE Nº 5.465, DE 30 DE DEZEMBRO DE 2020", SUPERVALE VERDE INDUSTRIA DE PRODUTOS QUIMICOS LTDA EPP, 3.02952-7, Super Lar Desinfetante de Uso Geral, 25351.796481/2020-47, 3.2952.0011.004-2, PRODUTO DE VENDA LIVRE, 01/2031, LAVANDA + GALAO + CAIXA DE PAPELAO, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
60,"RESOLUÇÃO-RE Nº 5.465, DE 30 DE DEZEMBRO DE 2020", SUPERVALE VERDE INDUSTRIA DE PRODUTOS QUIMICOS LTDA EPP, 3.02952-7, Super Lar Desinfetante de Uso Geral, 25351.796481/2020-47, 3.2952.0011.005-0, PRODUTO DE VENDA LIVRE, 01/2031, EUCALIPTO + FRASCO + CAIXA DE PAPELAO, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
61,"RESOLUÇÃO-RE Nº 5.465, DE 30 DE DEZEMBRO DE 2020", SUPERVALE VERDE INDUSTRIA DE PRODUTOS QUIMICOS LTDA EPP, 3.02952-7, Super Lar Desinfetante de Uso Geral, 25351.796481/2020-47, 3.2952.0011.006-9, PRODUTO DE VENDA LIVRE, 01/2031, EUCALIPTO + GALAO + CAIXA DE PAPELAO, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
62,"RESOLUÇÃO-RE Nº 5.465, DE 30 DE DEZEMBRO DE 2020", THECH DESINFECÇÃO LTDA, 3.02003-9, HAVOXIL 250, 25351.518382/2020-26, 3.2003.0013.001-4, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 01/2031, FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO, 24 Meses, 3211062 DESINFETANTE PARA HORTIFRUTÍCOLAS, 3879 Registro de Produto de Risco 2 - Desinfetante para Hortifrutícolas,, 1
63,"RESOLUÇÃO-RE Nº 5.465, DE 30 DE DEZEMBRO DE 2020", THECH DESINFECÇÃO LTDA, 3.02003-9, HAVOXIL 250, 25351.518382/2020-26, 3.2003.0013.002-2, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 01/2031, BOMBONA PLASTICA OPACA, 24 Meses, 3211062 DESINFETANTE PARA HORTIFRUTÍCOLAS, 3879 Registro de Produto de Risco 2 - Desinfetante para Hortifrutícolas,, 1
64,"RESOLUÇÃO-RE Nº 5.465, DE 30 DE DEZEMBRO DE 2020", VERIDIANA KONCIKOVSKI 92307370030, 3.08566-2, DESINFETANTE, 25351.187578/2020-64, 3.8566.0001.001-8, PRODUTO DE VENDA LIVRE, 01/2031, FRASCO + FRASCO, 8 Meses, 3205061 DESINFETANTE PARA USO GERAL, 3882 Registro de Produto de Risco 2 - Desinfetante para Uso Geral,, DESINFETANTE EUCALIPTO
65,"RESOLUÇÃO-RE Nº 5.465, DE 30 DE DEZEMBRO DE 2020", VERIDIANA KONCIKOVSKI 92307370030, 3.08566-2, DESINFETANTE, 25351.187578/2020-64, 3.8566.0001.002-6, PRODUTO DE VENDA LIVRE, 01/2031, FRASCO + FRASCO, 8 Meses, 3205061 DESINFETANTE PARA USO GERAL, 3882 Registro de Produto de Risco 2 - Desinfetante para Uso Geral,, DESINFETANTE GIOVANA BABY
66,"RESOLUÇÃO-RE Nº 5.465, DE 30 DE DEZEMBRO DE 2020", VERIDIANA KONCIKOVSKI 92307370030, 3.08566-2, DESINFETANTE, 25351.187578/2020-64, 3.8566.0001.003-4, PRODUTO DE VENDA LIVRE, 01/2031, FRASCO + FRASCO, 8 Meses, 3205061 DESINFETANTE PARA USO GERAL, 3882 Registro de Produto de Risco 2 - Desinfetante para Uso Geral,, DESINFETANTE CASA LIMPA
67,"RESOLUÇÃO-RE Nº 5.465, DE 30 DE DEZEMBRO DE 2020", VERIDIANA KONCIKOVSKI 92307370030, 3.08566-2, DESINFETANTE, 25351.187578/2020-64, 3.8566.0001.004-2, PRODUTO DE VENDA LIVRE, 01/2031, FRASCO + FRASCO, 8 Meses, 3205061 DESINFETANTE PARA USO GERAL, 3882 Registro de Produto de Risco 2 - Desinfetante para Uso Geral,, DESINFETANTE CANOA
68,"RESOLUÇÃO-RE Nº 5.465, DE 30 DE DEZEMBRO DE 2020", VERIDIANA KONCIKOVSKI 92307370030, 3.08566-2, DESINFETANTE, 25351.187578/2020-64, 3.8566.0001.005-0, PRODUTO DE VENDA LIVRE, 01/2031, FRASCO + FRASCO, 8 Meses, 3205061 DESINFETANTE PARA USO GERAL, 3882 Registro de Produto de Risco 2 - Desinfetante para Uso Geral,, DESINFETANTE JASMIM
69,"RESOLUÇÃO-RE Nº 5.465, DE 30 DE DEZEMBRO DE 2020", VERIDIANA KONCIKOVSKI 92307370030, 3.08566-2, DESINFETANTE, 25351.187578/2020-64, 3.8566.0001.006-9, PRODUTO DE VENDA LIVRE, 01/2031, FRASCO + FRASCO, 8 Meses, 3205061 DESINFETANTE PARA USO GERAL, 3882 Registro de Produto de Risco 2 - Desinfetante para Uso Geral,, DESINFETANTE24 HORAS
70,"RESOLUÇÃO-RE Nº 5.465, DE 30 DE DEZEMBRO DE 2020", VERIDIANA KONCIKOVSKI 92307370030, 3.08566-2, DESINFETANTE, 25351.187578/2020-64, 3.8566.0001.007-7, PRODUTO DE VENDA LIVRE, 01/2031, FRASCO + FRASCO, 8 Meses, 3205061 DESINFETANTE PARA USO GERAL, 3882 Registro de Produto de Risco 2 - Desinfetante para Uso Geral,, DESINFETANTE MARINA
71,"RESOLUÇÃO-RE Nº 5.465, DE 30 DE DEZEMBRO DE 2020", VERIDIANA KONCIKOVSKI 92307370030, 3.08566-2, DESINFETANTE, 25351.187578/2020-64, 3.8566.0001.008-5, PRODUTO DE VENDA LIVRE, 01/2031, FRASCO + FRASCO, 8 Meses, 3205061 DESINFETANTE PARA USO GERAL, 3882 Registro de Produto de Risco 2 - Desinfetante para Uso Geral,, DESINFETANTE TALCO
72,"RESOLUÇÃO-RE Nº 5.465, DE 30 DE DEZEMBRO DE 2020", VERIDIANA KONCIKOVSKI 92307370030, 3.08566-2, DESINFETANTE, 25351.187578/2020-64, 3.8566.0001.009-3, PRODUTO DE VENDA LIVRE, 01/2031, FRASCO + FRASCO, 8 Meses, 3205061 DESINFETANTE PARA USO GERAL, 3882 Registro de Produto de Risco 2 - Desinfetante para Uso Geral,, DESINFETANTE PINHO
73,"RESOLUÇÃO-RE Nº 5.465, DE 30 DE DEZEMBRO DE 2020", VERIDIANA KONCIKOVSKI 92307370030, 3.08566-2, DESINFETANTE, 25351.187578/2020-64, 3.8566.0001.010-7, PRODUTO DE VENDA LIVRE, 01/2031, FRASCO + FRASCO, 8 Meses, 3205061 DESINFETANTE PARA USO GERAL, 3882 Registro de Produto de Risco 2 - Desinfetante para Uso Geral,, DESINFETANTE LAVANDA
74,"RESOLUÇÃO-RE Nº 5.465, DE 30 DE DEZEMBRO DE 2020", VERIDIANA KONCIKOVSKI 92307370030, 3.08566-2, DESINFETANTE, 25351.187578/2020-64, 3.8566.0001.011-5, PRODUTO DE VENDA LIVRE, 01/2031, FRASCO + FRASCO, 8 Meses, 3205061 DESINFETANTE PARA USO GERAL, 3882 Registro de Produto de Risco 2 - Desinfetante para Uso Geral'],, DESINFETANTE FLORAL ROSE
75,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", + BRIEFING AGENCIA DE PUBLICIDADE E REPRESENTACOES EIRELI, 3.07279-5, ÁLCOOL ETÍLICO HIDRATADO 70% HIPER CLEAN DNA FÓRMULAS DO BRASIL, 25351.649629/2020-55, 3.7279.0002.001-9,, 12/2030, FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO, 24 Meses, 3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS, 3886 Registro de Produto de Risco 2 - Desinfetante Hospitalar para Superfícies Fixas e Artigos Não Críticos,, ALCOOL ETÍLICO HIDRATADO 70%
76,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", + BRIEFING AGENCIA DE PUBLICIDADE E REPRESENTACOES EIRELI, 3.07279-5, ÁLCOOL ETÍLICO HIDRATADO 70% HIPER CLEAN DNA FÓRMULAS DO BRASIL, 25351.649629/2020-55, 3.7279.0002.002-7,, 12/2030, GALAO, 24 Meses, 3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS, 3886 Registro de Produto de Risco 2 - Desinfetante Hospitalar para Superfícies Fixas e Artigos Não Críticos,, ALCOOL ETÍLICO HIDRATADO 70%
77,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", ABOUT YOU INDUSTRIA DE COSMETICO LTDA, 3.09324-2, NANO PROTECT VIRUCIDA E BACTERICIDA PARA AR CONDICIONADO, 25351.440604/2020-98, 3.9324.0001.001-3, PRODUTO DE VENDA LIVRE, 12/2030, FRASCO DE PLASTICO OPACO, 24 Meses, 3222051 DESINFETANTE PARA USO ESPECÍFICO, 3929 Registro de Produto de Risco 2 - Desinfetante para uso específico,,
78,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", AGAPE DOMISSANITARIOS INDUSTRIA E COMERCIO LTDA, 3.04618-7, DESINFETANTE DE USO GERAL LIMPBRAS PLUS, 25351.152587/2017-05, 000," PRODUTO DE VENDA LIVRE,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA",, BOMBONA PLÁSTICA TRANSLÚCIDA + CAIXA DE PAPELÃO, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 331 REG. SANEANTES - Nova versão de Produto, 3057616/20-4, LIMA LIMÃO
79,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", AGAPE DOMISSANITARIOS INDUSTRIA E COMERCIO LTDA, 3.04618-7, DESINFETANTE DE USO GERAL LIMPBRAS PLUS, 25351.152587/2017-05, 000," PRODUTO DE VENDA LIVRE,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA",, FRASCO DE PLÁSTICO TRANSPARENTE + CAIXA DE PAPELÃO, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 331 REG. SANEANTES - Nova versão de Produto, 3057616/20-4, LIMA LIMÃO
80,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", ALPHA CENTAURO QUIMICA LTDA ME, 3.06485-0, ALPHA FLOOR STRIPPER - ALPHA CENTAURO, 25351.352480/2020-94, 3.6485.0023.001-2, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2030, FRASCO DE PLASTICO OPACO, 24 Meses, 3202038 REMOVEDOR, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres, 3319406/20-5,
81,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", ALPHA CENTAURO QUIMICA LTDA ME, 3.06485-0, ALPHA FLOOR STRIPPER - ALPHA CENTAURO, 25351.352480/2020-94, 3.6485.0023.002-0, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2030, GALAO, 24 Meses, 3202038 REMOVEDOR, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres, 3319406/20-5,
82,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", ALPHA CENTAURO QUIMICA LTDA ME, 3.06485-0, ALPHA FLOOR STRIPPER - ALPHA CENTAURO, 25351.352480/2020-94, 3.6485.0023.003-9, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2030, BOMBONA PLASTICA, 24 Meses, 3202038 REMOVEDOR, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres, 3319406/20-5,
83,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", ALPHA CENTAURO QUIMICA LTDA ME, 3.06485-0, ALPHA FLOOR STRIPPER - ALPHA CENTAURO, 25351.352480/2020-94, 3.6485.0023.004-7, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2030, TAMBOR PLASTICO, 24 Meses, 3202038 REMOVEDOR, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,,
84,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", ALPHA CENTAURO QUIMICA LTDA ME, 3.06485-0, ALPHA FLOOR STRIPPER - ALPHA CENTAURO, 25351.352480/2020-94, 3.6485.0023.005-5, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2030, ACONDICIONAMENTO NAO PREVISTO NA TABELA, 24 Meses, 3202038 REMOVEDOR, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,,
85,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", ALPHA CENTAURO QUIMICA LTDA ME, 3.06485-0, HOUSE CLEAN ÁGUA SANITÁRIA, 25351.523569/2020-41, 3.6485.0022.001-7," PRODUTO DE VENDA LIVRE,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA", 08/2030, FRASCO DE PLASTICO OPACO, 6 Meses, 3103033 ÁGUA SANITÁRIA, 389 REG. SANEANTES - Alteração de Rotulagem de Produto,,
86,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", ALPHA CENTAURO QUIMICA LTDA ME, 3.06485-0, HOUSE CLEAN ÁGUA SANITÁRIA, 25351.523569/2020-41, 3.6485.0022.002-5," PRODUTO DE VENDA LIVRE,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA", 08/2030, BOMBONA PLASTICA, 6 Meses, 3103033 ÁGUA SANITÁRIA, 389 REG. SANEANTES - Alteração de Rotulagem de Produto,,
87,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", ALPHA CENTAURO QUIMICA LTDA ME, 3.06485-0, HOUSE CLEAN ÁGUA SANITÁRIA, 25351.523569/2020-41, 3.6485.0022.003-3," PRODUTO DE VENDA LIVRE,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA", 08/2030, ACONDICIONAMENTO NAO PREVISTO NA TABELA, 6 Meses, 3103033 ÁGUA SANITÁRIA, 389 REG. SANEANTES - Alteração de Rotulagem de Produto,,
88,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", AMDM INDUSTRIA DE PRODUTOS DE LIMPEZA LTDA ME, 3.05876-4, CLORO JASMIN, 25351.641307/2017-62, 3.5876.0002.001-4, PRODUTO DE VENDA LIVRE, 03/2028, BOMBONA PLASTICA + BOMBONA PLASTICA, 6 Meses, 4300215 ALVEJANTE CLORADO, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 3251500/20-1,
89,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", ARAQUIMICA PRODUTOS DE LIMPEZA LTDA ME, 3.04815-7, BASE ÁCIDA DINO, 25351.396710/2020-27, 3.4815.0023.001-1, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2030, FRASCO DE PLASTICO OPACO, 24 Meses, 3222029 DESINCRUSTANTE ÁCIDO, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,,
90,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", ARAQUIMICA PRODUTOS DE LIMPEZA LTDA ME, 3.04815-7, BASE ÁCIDA DINO, 25351.396710/2020-27, 3.4815.0023.002-1, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2030, BOMBONA PLASTICA, 24 Meses, 3222029 DESINCRUSTANTE ÁCIDO, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,,
91,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", BASTON INDÚSTRIA DE AEROSSOIS LTDA, 3.04067-3, DESINFECTOR PREVENT, 25351.899111/2020-61, 3.4067.0072.001-5, PRODUTO DE VENDA LIVRE, 12/2030, LAVANDA + TUBO DE FLANDRES + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
92,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", BASTON INDÚSTRIA DE AEROSSOIS LTDA, 3.04067-3, DESINFECTOR PREVENT, 25351.899111/2020-61, 3.4067.0072.002-3, PRODUTO DE VENDA LIVRE, 12/2030, NEUTRAL + TUBO DE FLANDRES + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
93,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", BIOCHEMICAL PRODUTOS QUIMICOS LTDA ME, 3.02593-7, CLEAN 40, 25351.627631/2010-11, 3.2593.0035.001-4, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2025, BOMBONA PLASTICA + CAIXA DE PAPELAO, 12 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2702850/20-1, 4 ESTAÇÕES
94,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", BIOCHEMICAL PRODUTOS QUIMICOS LTDA ME, 3.02593-7, CLEAN 40, 25351.627631/2010-11, 3.2593.0035.002-2, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2025, BOMBONA PLASTICA + CAIXA DE PAPELAO, 12 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2702850/20-1, EUCALIPTO
95,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", BIOCHEMICAL PRODUTOS QUIMICOS LTDA ME, 3.02593-7, CLEAN 40, 25351.627631/2010-11, 3.2593.0035.003-0, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2025, BOMBONA PLASTICA + CAIXA DE PAPELAO, 12 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2702850/20-1, PINHO
96,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", BIOCHEMICAL PRODUTOS QUIMICOS LTDA ME, 3.02593-7, CLEAN 40, 25351.627631/2010-11, 3.2593.0035.004-9, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2025, BOMBONA PLASTICA + CAIXA DE PAPELAO, 12 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2702850/20-1, FLORAL
97,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", BIOCHEMICAL PRODUTOS QUIMICOS LTDA ME, 3.02593-7, CLEAN 40, 25351.627631/2010-11, 3.2593.0035.005-7, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2025, BOMBONA PLASTICA + CAIXA DE PAPELAO, 12 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2702850/20-1, LAVANDA
98,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", BIOCHEMICAL PRODUTOS QUIMICOS LTDA ME, 3.02593-7, CLEAN 40, 25351.627631/2010-11, 3.2593.0035.006-5, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2025, BOMBONA PLASTICA + CAIXA DE PAPELAO, 12 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2702850/20-1, PLUS
99,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", BIOCHEMICAL PRODUTOS QUIMICOS LTDA ME, 3.02593-7, CLEAN 40, 25351.627631/2010-11, 3.2593.0035.007-3, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2025, BOMBONA PLASTICA + CAIXA DE PAPELAO, 12 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2702850/20-1, SILVESTRE
100,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", BIOCHEMICAL PRODUTOS QUIMICOS LTDA ME, 3.02593-7, CLEAN 40, 25351.627631/2010-11, 3.2593.0035.008-1, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2025, BOMBONA PLASTICA + CAIXA DE PAPELAO, 12 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2702850/20-1, TALCO
101,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", BIOCHEMICAL PRODUTOS QUIMICOS LTDA ME, 3.02593-7, CLEAN 40, 25351.627631/2010-11, 3.2593.0035.009-1, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2025, BOMBONA PLASTICA + CAIXA DE PAPELAO, 12 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2702850/20-1, DESOLIN
102,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", BIOCHEMICAL PRODUTOS QUIMICOS LTDA ME, 3.02593-7, CLEAN 40, 25351.627631/2010-11, 3.2593.0035.010-3, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2025, BOMBONA PLASTICA + CAIXA DE PAPELAO, 12 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2702850/20-1, TUTTI FRUTTI
103,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", BIOCHEMICAL PRODUTOS QUIMICOS LTDA ME, 3.02593-7, CLEAN 40, 25351.627631/2010-11, 3.2593.0035.011-1, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2025, BOMBONA PLASTICA + CAIXA DE PAPELAO, 12 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2702850/20-1, MARINAS
104,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", BIOCHEMICAL PRODUTOS QUIMICOS LTDA ME, 3.02593-7, CLEAN 40, 25351.627631/2010-11, 3.2593.0035.012-1, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2025, BOMBONA PLASTICA + CAIXA DE PAPELAO, 12 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2702850/20-1, DOVE
105,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", BIOCHEMICAL PRODUTOS QUIMICOS LTDA ME, 3.02593-7, CLEAN 40, 25351.627631/2010-11, 3.2593.0035.013-8, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2025, BOMBONA PLASTICA + CAIXA DE PAPELAO, 12 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2702850/20-1, DOVE INCOLOR
